k,t,r
287,51.226911,0.000138,0.408553
288,51.413318,0.000137,0.408552
289,51.581077,0.000137,0.408552
290,51.764704,0.000136,0.408561
291,51.934103,0.000135,0.408561
292,52.120775,0.000134,0.408578
293,52.286016,0.000133,0.408578
294,52.472621,0.000131,0.408599
295,52.642200,0.000129,0.408599
296,52.828460,0.000127,0.408624
297,53.000141,0.000125,0.408624
298,53.186869,0.000122,0.408650
299,53.359157,0.000119,0.408650
300,53.547911,0.000116,0.408673
301,53.716753,0.000113,0.408673
302,53.905484,0.000110,0.408691
303,54.073373,0.000107,0.408691
304,54.260951,0.000105,0.408702
305,54.427578,0.000102,0.408702
306,54.615084,0.000100,0.408709
307,54.780875,0.000098,0.408709
308,54.964204,0.000096,0.408712
309,55.130469,0.000095,0.408712
310,55.317503,0.000095,0.408711
311,55.488155,0.000094,0.408711
312,55.675801,0.000094,0.408708
313,55.844325,0.000095,0.408708
314,56.033965,0.000095,0.408704
315,56.206937,0.000095,0.408704
316,56.394407,0.000095,0.408698
317,56.568731,0.000096,0.408698
318,56.757086,0.000096,0.408691
319,56.926831,0.000096,0.408691
320,57.113981,0.000096,0.408685
321,57.280963,0.000096,0.408685
322,57.465687,0.000096,0.408679
323,57.637196,0.000096,0.408679
324,57.826343,0.000097,0.408676
325,57.997139,0.000097,0.408676
326,58.185842,0.000097,0.408673
327,58.353897,0.000098,0.408673
328,58.539367,0.000098,0.408670
329,58.712797,0.000099,0.408670
330,58.899713,0.000100,0.408669
331,59.076277,0.000101,0.408669
332,59.262849,0.000102,0.408667
333,59.432656,0.000103,0.408667
334,59.618797,0.000103,0.408663
335,59.788652,0.000104,0.408663
336,59.974431,0.000105,0.408659
337,60.151647,0.000106,0.408659
338,60.338852,0.000107,0.408653
339,60.505954,0.000107,0.408653
340,60.693543,0.000107,0.408647
341,60.871284,0.000107,0.408647
342,61.060906,0.000107,0.408636
343,61.227055,0.000107,0.408636
344,61.414719,0.000106,0.408620
345,61.584432,0.000105,0.408620
346,61.773566,0.000104,0.408598
347,61.944558,0.000103,0.408598
348,62.131924,0.000102,0.408574
349,62.309196,0.000101,0.408574
350,62.503902,0.000099,0.408548
351,62.670594,0.000098,0.408548
352,62.856171,0.000096,0.408521
353,63.033397,0.000094,0.408521
354,63.226152,0.000093,0.408495
355,63.398653,0.000091,0.408495
356,63.586667,0.000090,0.408471
357,63.757434,0.000088,0.408471
358,63.942369,0.000087,0.408446
359,64.111125,0.000086,0.408446
360,64.299411,0.000085,0.408421
361,64.467606,0.000084,0.408421
362,64.661116,0.000083,0.408398
363,64.832376,0.000083,0.408398
364,65.021747,0.000083,0.408377
365,65.198360,0.000082,0.408377
366,65.387188,0.000083,0.408359
367,65.555930,0.000083,0.408359
368,65.741726,0.000083,0.408343
369,65.911456,0.000083,0.408343
370,66.098036,0.000084,0.408329
371,66.271419,0.000084,0.408329
372,66.458027,0.000085,0.408318
373,66.628188,0.000085,0.408318
374,66.815678,0.000086,0.408309
375,66.983622,0.000086,0.408309
376,67.169581,0.000087,0.408303
377,67.337150,0.000087,0.408303
378,67.524166,0.000088,0.408299
379,67.691967,0.000088,0.408299
380,67.879469,0.000089,0.408296
381,68.047006,0.000089,0.408296
382,68.234280,0.000089,0.408294
383,68.402143,0.000090,0.408294
384,68.587299,0.000090,0.408292
385,68.754061,0.000090,0.408292
386,68.938364,0.000090,0.408290
387,69.110004,0.000090,0.408290
388,69.294966,0.000090,0.408286
389,69.464739,0.000090,0.408286
390,69.651036,0.000089,0.408281
391,69.815721,0.000088,0.408281
392,70.001436,0.000088,0.408276
393,70.172652,0.000087,0.408276
394,70.357660,0.000086,0.408271
395,70.529733,0.000085,0.408271
396,70.714625,0.000084,0.408266
397,70.882444,0.000082,0.408266
398,71.066451,0.000081,0.408263
399,71.239267,0.000080,0.408263
400,71.426997,0.000078,0.408264
401,71.595960,0.000077,0.408264
402,71.786721,0.000076,0.408267
403,71.956285,0.000075,0.408267
404,72.145400,0.000073,0.408270
405,72.309598,0.000072,0.408270
406,72.496359,0.000071,0.408275
407,72.667712,0.000070,0.408275
408,72.857227,0.000069,0.408281
409,73.025807,0.000068,0.408281
410,73.213561,0.000067,0.408288
411,73.382500,0.000066,0.408288
412,73.568736,0.000065,0.408297
413,73.736149,0.000064,0.408297
414,73.923111,0.000063,0.408307
415,74.094196,0.000062,0.408307
416,74.280526,0.000062,0.408319
417,74.455511,0.000061,0.408319
418,74.650058,0.000060,0.408331
419,74.820297,0.000059,0.408331
420,75.009596,0.000059,0.408344
421,75.184531,0.000058,0.408344
422,75.371281,0.000057,0.408356
423,75.544333,0.000057,0.408356
424,75.731519,0.000056,0.408368
425,75.903768,0.000056,0.408368
426,76.097644,0.000055,0.408377
427,76.266203,0.000055,0.408377
428,76.453060,0.000054,0.408386
429,76.621060,0.000054,0.408386
430,76.806277,0.000054,0.408395
431,76.978811,0.000054,0.408395
432,77.167129,0.000054,0.408404
433,77.341157,0.000054,0.408404
434,77.528184,0.000055,0.408414
435,77.697053,0.000055,0.408414
436,77.886265,0.000056,0.408423
437,78.061969,0.000056,0.408423
438,78.247786,0.000057,0.408432
439,78.422997,0.000057,0.408432
440,78.609360,0.000058,0.408443
441,78.778722,0.000059,0.408443
442,78.966156,0.000059,0.408454
443,79.143379,0.000060,0.408454
444,79.330132,0.000061,0.408465
445,79.499567,0.000062,0.408465
446,79.684443,0.000063,0.408475
447,79.853976,0.000063,0.408475
448,80.042469,0.000064,0.408484
449,80.207906,0.000065,0.408484
450,80.394330,0.000065,0.408494
451,80.569730,0.000066,0.408494
452,80.758981,0.000066,0.408502
453,80.933269,0.000067,0.408502
454,81.121393,0.000067,0.408512
455,81.290323,0.000067,0.408512
456,81.478376,0.000068,0.408521
457,81.649977,0.000068,0.408521
458,81.836394,0.000068,0.408529
459,82.008551,0.000068,0.408529
460,82.194326,0.000069,0.408537
461,82.360959,0.000069,0.408537
462,82.547530,0.000069,0.408545
463,82.712058,0.000069,0.408545
464,82.899080,0.000070,0.408550
465,83.065355,0.000070,0.408550
466,83.250954,0.000071,0.408555
467,83.418168,0.000071,0.408555
468,83.603321,0.000072,0.408559
469,83.776053,0.000073,0.408559
470,83.964875,0.000073,0.408562
471,84.134223,0.000074,0.408562
472,84.317134,0.000074,0.408564
473,84.483819,0.000075,0.408564
474,84.672063,0.000076,0.408563
475,84.840980,0.000076,0.408563
476,85.029654,0.000076,0.408560
477,85.197827,0.000077,0.408560
478,85.383861,0.000077,0.408556
479,85.551128,0.000077,0.408556
480,85.743184,0.000077,0.408551
481,85.909388,0.000077,0.408551
482,86.095558,0.000077,0.408548
483,86.264283,0.000077,0.408548
484,86.447326,0.000077,0.408544
485,86.615994,0.000076,0.408544
486,86.804625,0.000076,0.408539
487,86.981906,0.000076,0.408539
488,87.170656,0.000075,0.408534
489,87.346199,0.000075,0.408534
490,87.537289,0.000074,0.408529
491,87.707072,0.000073,0.408529
492,87.903713,0.000072,0.408524
493,88.079685,0.000072,0.408524
494,88.265936,0.000071,0.408518
495,88.437001,0.000070,0.408518
496,88.625017,0.000069,0.408512
497,88.791436,0.000068,0.408512
498,88.978890,0.000067,0.408505
499,89.150449,0.000066,0.408505
500,89.337292,0.000065,0.408499
501,89.510855,0.000064,0.408499
502,89.697404,0.000062,0.408493
503,89.868273,0.000061,0.408493
504,90.055071,0.000060,0.408485
505,90.231402,0.000058,0.408485
506,90.417435,0.000057,0.408476
507,90.593915,0.000055,0.408476
508,90.782294,0.000054,0.408465
509,90.950255,0.000052,0.408465
510,91.137034,0.000051,0.408453
511,91.313557,0.000049,0.408453
512,91.502700,0.000048,0.408441
513,91.679196,0.000046,0.408441
514,91.872733,0.000045,0.408431
515,92.043341,0.000043,0.408431
516,92.230108,0.000042,0.408423
517,92.403623,0.000041,0.408423
518,92.588120,0.000040,0.408414
519,92.760084,0.000039,0.408414
520,92.948001,0.000038,0.408406
521,93.122206,0.000037,0.408406
522,93.314491,0.000036,0.408398
523,93.485307,0.000036,0.408398
524,93.671906,0.000035,0.408390
525,93.838479,0.000035,0.408390
526,94.023224,0.000035,0.408381
527,94.192789,0.000034,0.408381
528,94.377507,0.000034,0.408372
529,94.550592,0.000035,0.408372
530,94.734631,0.000035,0.408362
531,94.903893,0.000035,0.408362
532,95.092674,0.000036,0.408352
533,95.262000,0.000037,0.408352
534,95.446958,0.000037,0.408343
535,95.617365,0.000038,0.408343
536,95.803292,0.000039,0.408334
537,95.972483,0.000040,0.408334
538,96.161301,0.000041,0.408327
539,96.329462,0.000042,0.408327
540,96.515122,0.000043,0.408320
541,96.691435,0.000044,0.408320
542,96.879982,0.000045,0.408315
543,97.050922,0.000046,0.408315
544,97.239371,0.000047,0.408310
545,97.406225,0.000048,0.408310
546,97.599280,0.000049,0.408306
547,97.769068,0.000050,0.408306
548,97.953331,0.000050,0.408302
549,98.119501,0.000051,0.408302
550,98.319071,0.000052,0.408297
551,98.487905,0.000052,0.408297
552,98.674182,0.000053,0.408291
553,98.841120,0.000053,0.408291
554,99.027143,0.000054,0.408284
555,99.198908,0.000054,0.408284
556,99.385223,0.000054,0.408275
557,99.557733,0.000055,0.408275
558,99.750384,0.000055,0.408265
559,99.917836,0.000055,0.408265
560,100.103582,0.000055,0.408255
561,100.267308,0.000056,0.408255
562,100.452717,0.000056,0.408246
563,100.620905,0.000056,0.408246
564,100.805686,0.000056,0.408238
565,100.971268,0.000057,0.408238
566,101.155986,0.000057,0.408230
567,101.319721,0.000057,0.408230
568,101.509721,0.000057,0.408224
569,101.677227,0.000057,0.408224
570,101.865681,0.000057,0.408219
571,102.031806,0.000058,0.408219
572,102.219577,0.000058,0.408216
573,102.397413,0.000058,0.408216
574,102.583533,0.000058,0.408214
575,102.759296,0.000058,0.408214
576,102.945643,0.000058,0.408214
577,103.118097,0.000058,0.408214
578,103.310592,0.000058,0.408215
579,103.479462,0.000058,0.408215
580,103.664198,0.000058,0.408216
581,103.830194,0.000058,0.408216
582,104.017331,0.000058,0.408217
583,104.189365,0.000058,0.408217
584,104.376984,0.000058,0.408217
585,104.543104,0.000058,0.408217
586,104.731577,0.000058,0.408218
587,104.903143,0.000058,0.408218
588,105.089947,0.000058,0.408218
589,105.261117,0.000058,0.408218
590,105.447972,0.000057,0.408218
591,105.617797,0.000057,0.408218
592,105.804897,0.000057,0.408219
593,105.980850,0.000057,0.408219
594,106.166279,0.000056,0.408220
595,106.338815,0.000056,0.408220
596,106.525038,0.000056,0.408221
597,106.695755,0.000055,0.408221
598,106.881179,0.000055,0.408223
599,107.046150,0.000055,0.408223
600,107.233092,0.000054,0.408225
601,107.408483,0.000054,0.408225
602,107.594000,0.000054,0.408228
603,107.768628,0.000053,0.408228
604,107.955274,0.000053,0.408232
605,108.132433,0.000052,0.408232
606,108.317723,0.000052,0.408236
607,108.486607,0.000051,0.408236
608,108.672653,0.000051,0.408242
609,108.840950,0.000050,0.408242
610,109.027057,0.000050,0.408247
611,109.199632,0.000049,0.408247
612,109.385877,0.000049,0.408253
613,109.554333,0.000049,0.408253
614,109.740693,0.000048,0.408259
615,109.910190,0.000048,0.408259
616,110.096638,0.000047,0.408266
617,110.263560,0.000047,0.408266
618,110.451923,0.000047,0.408272
619,110.622492,0.000046,0.408272
620,110.809615,0.000046,0.408279
621,110.983368,0.000046,0.408279
622,111.168788,0.000045,0.408285
623,111.337694,0.000045,0.408285
624,111.525338,0.000045,0.408289
625,111.697056,0.000045,0.408289
626,111.883195,0.000045,0.408293
627,112.056739,0.000045,0.408293
628,112.243706,0.000045,0.408298
629,112.412456,0.000045,0.408298
630,112.601378,0.000044,0.408301
631,112.766869,0.000044,0.408301
632,112.957965,0.000044,0.408305
633,113.125407,0.000044,0.408305
634,113.310346,0.000044,0.408310
635,113.479122,0.000044,0.408310
636,113.666807,0.000044,0.408314
637,113.836338,0.000044,0.408314
638,114.023145,0.000044,0.408319
639,114.187407,0.000043,0.408319
640,114.373801,0.000043,0.408325
641,114.539872,0.000043,0.408325
642,114.725519,0.000043,0.408331
643,114.896804,0.000042,0.408331
644,115.087707,0.000042,0.408337
645,115.258575,0.000042,0.408337
646,115.443874,0.000042,0.408343
647,115.609056,0.000041,0.408343
648,115.794174,0.000041,0.408349
649,115.964990,0.000041,0.408349
650,116.149396,0.000041,0.408354
651,116.318305,0.000041,0.408354
652,116.505236,0.000041,0.408358
653,116.672306,0.000040,0.408358
654,116.857545,0.000040,0.408362
655,117.024194,0.000040,0.408362
656,117.210764,0.000040,0.408366
657,117.375477,0.000040,0.408366
658,117.561464,0.000040,0.408369
659,117.729060,0.000040,0.408369
660,117.916504,0.000040,0.408371
661,118.085736,0.000040,0.408371
662,118.275901,0.000040,0.408374
663,118.451264,0.000040,0.408374
664,118.637876,0.000040,0.408377
665,118.804214,0.000040,0.408377
666,118.989459,0.000040,0.408380
667,119.160027,0.000040,0.408380
668,119.348224,0.000040,0.408383
669,119.517858,0.000040,0.408383
670,119.704087,0.000040,0.408385
671,119.873657,0.000040,0.408385
672,120.060401,0.000040,0.408388
673,120.228796,0.000040,0.408388
674,120.415376,0.000040,0.408390
675,120.590366,0.000040,0.408390
676,120.780828,0.000040,0.408392
677,120.956235,0.000040,0.408392
678,121.144001,0.000041,0.408393
679,121.316387,0.000041,0.408393
680,121.510429,0.000041,0.408394
681,121.687316,0.000041,0.408394
682,121.876063,0.000041,0.408395
683,122.046074,0.000041,0.408395
684,122.231446,0.000041,0.408395
685,122.400831,0.000041,0.408395
686,122.587454,0.000041,0.408393
687,122.757158,0.000041,0.408393
688,122.944234,0.000041,0.408392
689,123.113197,0.000041,0.408392
690,123.300035,0.000041,0.408391
691,123.474165,0.000041,0.408391
692,123.668681,0.000041,0.408390
693,123.837435,0.000041,0.408390
694,124.022558,0.000041,0.408390
695,124.198562,0.000041,0.408390
696,124.383500,0.000040,0.408391
697,124.559422,0.000040,0.408391
698,124.747112,0.000040,0.408393
699,124.913876,0.000040,0.408393
700,125.103169,0.000040,0.408394
701,125.275753,0.000040,0.408394
702,125.467827,0.000040,0.408394
703,125.636587,0.000040,0.408394
704,125.824036,0.000040,0.408394
705,125.994298,0.000040,0.408394
706,126.182432,0.000040,0.408393
707,126.358538,0.000040,0.408393
708,126.542749,0.000040,0.408391
709,126.718949,0.000040,0.408391
710,126.906692,0.000039,0.408390
711,127.082761,0.000039,0.408390
712,127.270109,0.000039,0.408388
713,127.444091,0.000039,0.408388
714,127.630902,0.000039,0.408386
715,127.800050,0.000040,0.408386
716,127.991937,0.000040,0.408384
717,128.168401,0.000040,0.408384
718,128.361054,0.000040,0.408382
719,128.528074,0.000040,0.408382
720,128.711855,0.000040,0.408380
721,128.876855,0.000040,0.408380
722,129.063528,0.000040,0.408377
723,129.236780,0.000040,0.408377
724,129.422391,0.000040,0.408374
725,129.587745,0.000040,0.408374
726,129.774299,0.000040,0.408371
727,129.945688,0.000040,0.408371
728,130.130372,0.000041,0.408367
729,130.295945,0.000041,0.408367
730,130.480901,0.000041,0.408363
731,130.646058,0.000041,0.408363
732,130.829829,0.000041,0.408358
733,130.996898,0.000041,0.408358
734,131.184610,0.000041,0.408353
735,131.351499,0.000041,0.408353
736,131.537292,0.000041,0.408349
737,131.711926,0.000042,0.408349
738,131.896756,0.000042,0.408344
739,132.062002,0.000042,0.408344
740,132.248022,0.000042,0.408339
741,132.415823,0.000042,0.408339
742,132.601566,0.000042,0.408335
743,132.767228,0.000042,0.408335
744,132.952007,0.000043,0.408329
745,133.121646,0.000043,0.408329
746,133.306888,0.000043,0.408324
747,133.482744,0.000043,0.408324
748,133.666792,0.000044,0.408318
749,133.836326,0.000044,0.408318
750,134.024127,0.000044,0.408313
751,134.193336,0.000044,0.408313
752,134.379106,0.000044,0.408308
753,134.547362,0.000045,0.408308
754,134.734302,0.000045,0.408303
755,134.903560,0.000045,0.408303
756,135.093289,0.000045,0.408299
757,135.264793,0.000045,0.408299
758,135.452553,0.000045,0.408295
759,135.621793,0.000045,0.408295
760,135.808795,0.000045,0.408293
761,135.977095,0.000045,0.408293
762,136.161746,0.000045,0.408291
763,136.335434,0.000044,0.408291
764,136.521904,0.000044,0.408290
765,136.690017,0.000044,0.408290
766,136.876328,0.000044,0.408289
767,137.045331,0.000044,0.408289
768,137.239181,0.000044,0.408289
769,137.407047,0.000044,0.408289
770,137.591625,0.000043,0.408289
771,137.766837,0.000043,0.408289
772,137.958858,0.000043,0.408290
773,138.133409,0.000043,0.408290
774,138.320898,0.000043,0.408290
775,138.490392,0.000043,0.408290
776,138.677000,0.000043,0.408290
777,138.842402,0.000042,0.408290
778,139.029934,0.000042,0.408289
779,139.203410,0.000042,0.408289
780,139.392538,0.000042,0.408288
781,139.565529,0.000042,0.408288
782,139.751329,0.000041,0.408287
783,139.927051,0.000041,0.408287
784,140.113912,0.000041,0.408285
785,140.289047,0.000041,0.408285
786,140.474448,0.000040,0.408282
787,140.646266,0.000040,0.408282
788,140.832509,0.000040,0.408280
789,141.004896,0.000040,0.408280
790,141.194054,0.000039,0.408277
791,141.359482,0.000039,0.408277
792,141.550264,0.000039,0.408274
793,141.717291,0.000039,0.408274
794,141.904746,0.000038,0.408271
795,142.071061,0.000038,0.408271
796,142.258449,0.000038,0.408267
797,142.427982,0.000037,0.408267
798,142.616535,0.000037,0.408265
799,142.783812,0.000036,0.408265
800,142.970520,0.000036,0.408263
801,143.138664,0.000035,0.408263
802,143.334762,0.000035,0.408260
803,143.500853,0.000035,0.408260
804,143.688734,0.000034,0.408257
805,143.857896,0.000034,0.408257
806,144.044136,0.000033,0.408255
807,144.211532,0.000033,0.408255
808,144.399276,0.000032,0.408254
809,144.566313,0.000032,0.408254
810,144.751927,0.000031,0.408252
811,144.916807,0.000031,0.408252
812,145.107153,0.000030,0.408252
813,145.273976,0.000030,0.408252
814,145.459484,0.000029,0.408253
815,145.626894,0.000029,0.408253
816,145.812548,0.000028,0.408255
817,145.981148,0.000028,0.408255
818,146.164578,0.000028,0.408258
819,146.332585,0.000028,0.408258
820,146.521817,0.000027,0.408262
821,146.689641,0.000027,0.408262
822,146.875267,0.000027,0.408266
