k,t,r
377,1019.871103,0.000001,0.351122
378,1023.100565,0.000001,0.351120
379,1025.258855,0.000001,0.351120
380,1028.502557,0.000001,0.351119
381,1030.677905,0.000001,0.351119
382,1033.897156,0.000001,0.351117
383,1036.074829,0.000001,0.351117
384,1039.300584,0.000001,0.351115
385,1041.459989,0.000001,0.351115
386,1044.712496,0.000001,0.351113
387,1046.871809,0.000001,0.351113
388,1050.109714,0.000001,0.351111
389,1052.274959,0.000001,0.351111
390,1055.516672,0.000001,0.351110
391,1057.684478,0.000001,0.351110
392,1060.937140,0.000001,0.351107
393,1063.114780,0.000001,0.351107
394,1066.369396,0.000001,0.351105
395,1068.544707,0.000001,0.351105
396,1071.767425,0.000001,0.351105
397,1073.941045,0.000001,0.351105
398,1077.202205,0.000001,0.351103
399,1079.378108,0.000001,0.351103
400,1082.635709,0.000001,0.351100
401,1084.814969,0.000001,0.351100
402,1088.067073,0.000001,0.351098
403,1090.236498,0.000001,0.351098
404,1093.474643,0.000001,0.351098
405,1095.639763,0.000001,0.351098
406,1098.889827,0.000001,0.351096
407,1101.058533,0.000001,0.351096
408,1104.299687,0.000001,0.351095
409,1106.476685,0.000001,0.351095
410,1109.701397,0.000001,0.351093
411,1111.861165,0.000001,0.351093
412,1115.099039,0.000001,0.351091
413,1117.258320,0.000001,0.351091
414,1120.503946,0.000001,0.351089
415,1122.662563,0.000001,0.351089
416,1125.897985,0.000001,0.351088
417,1128.068615,0.000001,0.351088
418,1131.316106,0.000001,0.351086
419,1133.487904,0.000001,0.351086
420,1136.744060,0.000001,0.351084
421,1138.932481,0.000001,0.351084
422,1142.179176,0.000001,0.351082
423,1144.347561,0.000001,0.351082
424,1147.600520,0.000001,0.351082
425,1149.768393,0.000001,0.351082
426,1153.032334,0.000001,0.351080
427,1155.223328,0.000001,0.351080
428,1158.474341,0.000001,0.351078
429,1160.654160,0.000001,0.351078
430,1163.892935,0.000001,0.351076
431,1166.058922,0.000001,0.351076
432,1169.297166,0.000001,0.351075
433,1171.464954,0.000001,0.351075
434,1174.688964,0.000001,0.351075
435,1176.851388,0.000001,0.351075
436,1180.088883,0.000001,0.351073
437,1182.257607,0.000001,0.351073
438,1185.505277,0.000001,0.351071
439,1187.671691,0.000001,0.351071
440,1190.920997,0.000001,0.351069
441,1193.073065,0.000001,0.351069
442,1196.306983,0.000001,0.351068
443,1198.481164,0.000001,0.351068
444,1201.708121,0.000001,0.351066
445,1203.876136,0.000001,0.351066
446,1207.118049,0.000001,0.351065
447,1209.279898,0.000001,0.351065
448,1212.529661,0.000001,0.351063
449,1214.694437,0.000001,0.351063
450,1217.927001,0.000001,0.351062
451,1220.079223,0.000001,0.351062
452,1223.333599,0.000001,0.351060
453,1225.509471,0.000001,0.351060
454,1228.770888,0.000001,0.351059
455,1230.942255,0.000001,0.351059
456,1234.182405,0.000001,0.351057
457,1236.351119,0.000001,0.351057
458,1239.590454,0.000001,0.351057
459,1241.753745,0.000001,0.351057
460,1245.008877,0.000001,0.351056
461,1247.200223,0.000001,0.351056
462,1250.470498,0.000001,0.351054
463,1252.638722,0.000001,0.351054
464,1255.885070,0.000001,0.351052
465,1258.058647,0.000001,0.351052
466,1261.298865,0.000001,0.351051
467,1263.453357,0.000001,0.351051
468,1266.687062,0.000001,0.351049
469,1268.847435,0.000001,0.351049
470,1272.107835,0.000001,0.351048
471,1274.271887,0.000001,0.351048
472,1277.536200,0.000001,0.351047
473,1279.704657,0.000001,0.351047
474,1282.908122,0.000001,0.351045
475,1285.074977,0.000001,0.351045
476,1288.332495,0.000001,0.351045
477,1290.507729,0.000001,0.351045
478,1293.752971,0.000001,0.351043
479,1295.917392,0.000001,0.351043
480,1299.151604,0.000001,0.351041
481,1301.329918,0.000001,0.351041
482,1304.559486,0.000001,0.351040
483,1306.722799,0.000001,0.351040
484,1309.963920,0.000001,0.351040
485,1312.134444,0.000001,0.351040
486,1315.387850,0.000001,0.351038
487,1317.568886,0.000001,0.351038
488,1320.819457,0.000001,0.351037
489,1322.995279,0.000001,0.351037
490,1326.237304,0.000001,0.351037
491,1328.403756,0.000001,0.351037
492,1331.633420,0.000001,0.351034
493,1333.804698,0.000001,0.351034
494,1337.053208,0.000001,0.351034
495,1339.219663,0.000001,0.351034
496,1342.467194,0.000001,0.351032
497,1344.632841,0.000001,0.351032
498,1347.863422,0.000001,0.351030
499,1350.035352,0.000001,0.351030
500,1353.261992,0.000001,0.351029
501,1355.432727,0.000001,0.351029
502,1358.652524,0.000001,0.351028
503,1360.806403,0.000001,0.351028
504,1364.044221,0.000001,0.351028
505,1366.205578,0.000001,0.351028
506,1369.449004,0.000001,0.351027
507,1371.600379,0.000001,0.351027
508,1374.830890,0.000001,0.351025
509,1376.986629,0.000001,0.351025
510,1380.210806,0.000001,0.351024
511,1382.378169,0.000001,0.351024
512,1385.606627,0.000001,0.351023
513,1387.759041,0.000001,0.351023
514,1390.985528,0.000001,0.351021
515,1393.160298,0.000001,0.351021
516,1396.390999,0.000001,0.351020
517,1398.542839,0.000001,0.351020
518,1401.787953,0.000001,0.351020
519,1403.953988,0.000001,0.351020
520,1407.194532,0.000001,0.351018
521,1409.370672,0.000001,0.351018
522,1412.639186,0.000001,0.351016
523,1414.818418,0.000001,0.351016
524,1418.069961,0.000001,0.351016
525,1420.227823,0.000001,0.351016
526,1423.463857,0.000001,0.351015
527,1425.648276,0.000001,0.351015
528,1428.883153,0.000001,0.351013
529,1431.048119,0.000001,0.351013
530,1434.305686,0.000001,0.351012
531,1436.481417,0.000001,0.351012
532,1439.737098,0.000001,0.351012
533,1441.908757,0.000001,0.351012
534,1445.142255,0.000001,0.351009
535,1447.311653,0.000001,0.351009
536,1450.566580,0.000001,0.351009
537,1452.733504,0.000001,0.351009
538,1455.975561,0.000001,0.351008
539,1458.136355,0.000001,0.351008
540,1461.372693,0.000001,0.351007
541,1463.553202,0.000001,0.351007
542,1466.793174,0.000001,0.351005
543,1468.963852,0.000001,0.351005
544,1472.191967,0.000001,0.351005
545,1474.339509,0.000001,0.351005
546,1477.579075,0.000001,0.351004
547,1479.747549,0.000001,0.351004
548,1483.327848,0.000001,0.351003
549,1485.532259,0.000001,0.351003
550,1488.789287,0.000001,0.351002
551,1490.981740,0.000001,0.351002
552,1494.241243,0.000001,0.351001
553,1496.418229,0.000001,0.351001
554,1499.653213,0.000001,0.351000
555,1501.819474,0.000001,0.351000
556,1505.076168,0.000001,0.350999
557,1507.254368,0.000001,0.350999
558,1510.522026,0.000001,0.350997
559,1513.387389,0.000001,0.350997
560,1516.622950,0.000001,0.350996
561,1518.797618,0.000001,0.350996
562,1522.052139,0.000001,0.350996
563,1524.225029,0.000001,0.350996
564,1527.481225,0.000001,0.350994
565,1529.665755,0.000001,0.350994
566,1532.894915,0.000001,0.350994
567,1535.058130,0.000001,0.350994
568,1538.284057,0.000001,0.350993
569,1540.456855,0.000001,0.350993
570,1543.703209,0.000001,0.350992
571,1545.861656,0.000001,0.350992
572,1549.116444,0.000001,0.350990
573,1551.291671,0.000001,0.350990
574,1554.538449,0.000001,0.350990
575,1556.707001,0.000001,0.350990
576,1559.946615,0.000001,0.350989
577,1562.117348,0.000001,0.350989
578,1565.368363,0.000001,0.350988
579,1567.531765,0.000001,0.350988
580,1570.782800,0.000001,0.350987
581,1572.950384,0.000001,0.350987
582,1576.202920,0.000001,0.350986
583,1578.382414,0.000001,0.350986
584,1581.623313,0.000001,0.350985
585,1583.786509,0.000001,0.350985
586,1587.042417,0.000001,0.350984
587,1589.217614,0.000001,0.350984
588,1592.469488,0.000001,0.350984
589,1594.640592,0.000001,0.350984
590,1597.895013,0.000001,0.350982
591,1600.072463,0.000001,0.350982
592,1603.325184,0.000001,0.350981
593,1605.489290,0.000001,0.350981
594,1608.739653,0.000001,0.350980
595,1610.926620,0.000001,0.350980
596,1614.181586,0.000001,0.350980
597,1616.357037,0.000001,0.350980
598,1619.602821,0.000001,0.350978
599,1621.756784,0.000001,0.350978
600,1624.993714,0.000001,0.350978
601,1627.165888,0.000001,0.350978
602,1630.402537,0.000001,0.350977
603,1632.564603,0.000001,0.350977
604,1635.818751,0.000001,0.350977
605,1637.989299,0.000001,0.350977
606,1641.238399,0.000001,0.350977
607,1643.405897,0.000001,0.350977
608,1646.655470,0.000001,0.350975
609,1648.821373,0.000001,0.350975
610,1652.053570,0.000001,0.350973
611,1654.229499,0.000001,0.350973
612,1657.483900,0.000001,0.350972
613,1659.643790,0.000001,0.350972
614,1662.884764,0.000001,0.350971
615,1665.065930,0.000001,0.350971
616,1668.333251,0.000001,0.350970
617,1670.509375,0.000001,0.350970
618,1673.749586,0.000001,0.350970
619,1675.932552,0.000001,0.350970
620,1679.205174,0.000001,0.350968
621,1681.375512,0.000001,0.350968
622,1684.630545,0.000001,0.350968
623,1686.800455,0.000001,0.350968
624,1690.067301,0.000001,0.350967
625,1692.243327,0.000001,0.350967
626,1695.486774,0.000001,0.350966
627,1697.658340,0.000001,0.350966
628,1700.902573,0.000001,0.350966
629,1703.068136,0.000001,0.350966
630,1706.322120,0.000001,0.350965
631,1708.514562,0.000001,0.350965
632,1711.743355,0.000001,0.350963
633,1713.919512,0.000001,0.350963
634,1717.135883,0.000001,0.350962
635,1719.296243,0.000001,0.350962
636,1722.534116,0.000001,0.350962
637,1724.698983,0.000001,0.350962
638,1727.954238,0.000001,0.350962
639,1730.130038,0.000001,0.350962
640,1733.352145,0.000001,0.350960
641,1735.507960,0.000001,0.350960
642,1738.763583,0.000001,0.350960
643,1740.936182,0.000001,0.350960
