k,t,r
186,88.961016,0.000021,0.000150
187,89.374949,0.000021,0.000150
188,89.939062,0.000021,0.000150
189,90.350609,0.000021,0.000150
190,90.889242,0.000021,0.000149
191,91.299776,0.000021,0.000149
192,91.845496,0.000021,0.000149
193,92.260537,0.000021,0.000149
194,92.801751,0.000020,0.000150
195,93.210761,0.000020,0.000150
196,93.752693,0.000020,0.000150
197,94.165400,0.000019,0.000150
198,94.711230,0.000019,0.000150
199,95.125474,0.000018,0.000150
200,95.673486,0.000018,0.000151
201,96.077614,0.000017,0.000151
202,96.618618,0.000017,0.000151
203,97.034457,0.000017,0.000151
204,97.581417,0.000016,0.000151
205,97.990133,0.000016,0.000151
206,98.533845,0.000015,0.000151
207,98.943282,0.000015,0.000151
208,99.487622,0.000015,0.000150
209,99.896644,0.000014,0.000150
210,100.435994,0.000014,0.000148
211,100.851458,0.000014,0.000148
212,101.389385,0.000014,0.000146
213,101.803846,0.000014,0.000146
214,102.354198,0.000014,0.000146
215,102.758438,0.000014,0.000146
216,103.300730,0.000014,0.000147
217,103.728869,0.000014,0.000147
218,104.266990,0.000014,0.000148
219,104.674975,0.000014,0.000148
220,105.240833,0.000014,0.000149
221,105.652031,0.000014,0.000149
222,106.189338,0.000014,0.000149
223,106.595674,0.000015,0.000149
224,107.142549,0.000015,0.000148
225,107.552583,0.000015,0.000148
226,108.089178,0.000015,0.000149
227,108.493324,0.000015,0.000149
228,109.028062,0.000015,0.000151
229,109.434550,0.000015,0.000151
230,109.975591,0.000016,0.000154
231,110.387110,0.000016,0.000154
232,110.933160,0.000016,0.000158
233,111.348721,0.000016,0.000158
234,111.887489,0.000016,0.000162
235,112.302361,0.000016,0.000162
236,112.843744,0.000016,0.000165
237,113.258815,0.000016,0.000165
238,113.803300,0.000015,0.000167
239,114.228279,0.000015,0.000167
240,114.770181,0.000015,0.000168
241,115.179481,0.000015,0.000168
242,115.730827,0.000014,0.000169
243,116.136198,0.000014,0.000169
244,116.687758,0.000014,0.000171
245,117.097197,0.000014,0.000171
246,117.647307,0.000013,0.000173
247,118.055934,0.000013,0.000173
248,118.600772,0.000013,0.000175
249,119.012317,0.000013,0.000175
250,119.554952,0.000013,0.000177
251,119.962351,0.000013,0.000177
252,120.497915,0.000013,0.000179
253,120.899535,0.000013,0.000179
254,121.442243,0.000012,0.000180
255,121.846622,0.000012,0.000180
256,122.388001,0.000012,0.000181
257,122.792724,0.000012,0.000181
258,123.331667,0.000012,0.000180
259,123.744906,0.000012,0.000180
260,124.285454,0.000012,0.000179
261,124.694056,0.000012,0.000179
262,125.240416,0.000012,0.000176
263,125.649092,0.000012,0.000176
264,126.192218,0.000012,0.000173
265,126.608341,0.000012,0.000173
266,127.160215,0.000012,0.000171
267,127.567315,0.000012,0.000171
268,128.111579,0.000012,0.000168
269,128.526978,0.000012,0.000168
270,129.067920,0.000012,0.000166
271,129.476593,0.000011,0.000166
272,130.021482,0.000011,0.000162
273,130.432251,0.000011,0.000162
274,130.997890,0.000011,0.000159
275,131.426171,0.000011,0.000159
276,131.974363,0.000011,0.000156
277,132.385916,0.000011,0.000156
278,132.923004,0.000011,0.000153
279,133.337877,0.000011,0.000153
280,133.877516,0.000012,0.000152
281,134.288869,0.000012,0.000152
282,134.833273,0.000012,0.000149
283,135.239615,0.000012,0.000149
284,135.777597,0.000012,0.000146
285,136.184591,0.000012,0.000146
286,136.723376,0.000012,0.000143
287,137.141524,0.000012,0.000143
288,137.688811,0.000012,0.000141
289,138.099449,0.000012,0.000141
290,138.657640,0.000012,0.000139
291,139.064226,0.000012,0.000139
292,139.612083,0.000012,0.000138
293,140.016667,0.000012,0.000138
294,140.572220,0.000012,0.000136
295,140.984622,0.000012,0.000136
296,141.532963,0.000012,0.000134
297,141.946580,0.000011,0.000134
298,142.494899,0.000011,0.000133
299,142.901944,0.000011,0.000133
300,143.436230,0.000011,0.000134
301,143.849158,0.000011,0.000134
302,144.389057,0.000011,0.000134
303,144.805377,0.000011,0.000134
304,145.354801,0.000011,0.000134
305,145.762469,0.000011,0.000134
306,146.303673,0.000011,0.000135
307,146.715961,0.000011,0.000135
308,147.261204,0.000011,0.000136
309,147.677166,0.000011,0.000136
310,148.235228,0.000011,0.000137
311,148.645954,0.000011,0.000137
312,149.197532,0.000011,0.000138
313,149.614429,0.000010,0.000138
314,150.172497,0.000010,0.000139
315,150.589208,0.000010,0.000139
316,151.139103,0.000010,0.000140
317,151.550138,0.000010,0.000140
318,152.093661,0.000009,0.000141
319,152.500473,0.000009,0.000141
320,153.039526,0.000009,0.000142
321,153.446148,0.000009,0.000142
322,153.987248,0.000009,0.000143
323,154.402143,0.000009,0.000143
324,154.937958,0.000009,0.000143
325,155.346761,0.000009,0.000143
326,155.887238,0.000009,0.000144
327,156.298179,0.000009,0.000144
328,156.852305,0.000009,0.000146
329,157.260317,0.000009,0.000146
330,157.806929,0.000009,0.000148
331,158.221267,0.000009,0.000148
332,158.764544,0.000009,0.000150
333,159.180333,0.000009,0.000150
334,159.720921,0.000009,0.000153
335,160.127285,0.000009,0.000153
336,160.670598,0.000009,0.000156
337,161.085392,0.000009,0.000156
338,161.630982,0.000009,0.000159
339,162.044410,0.000009,0.000159
340,162.581087,0.000009,0.000162
341,162.990752,0.000010,0.000162
342,163.550600,0.000010,0.000165
343,163.955140,0.000010,0.000165
344,164.494592,0.000010,0.000167
345,164.914060,0.000010,0.000167
346,165.463403,0.000010,0.000170
347,165.872106,0.000010,0.000170
348,166.418505,0.000010,0.000170
349,166.823854,0.000010,0.000170
350,167.368096,0.000010,0.000169
351,167.775238,0.000010,0.000169
352,168.319383,0.000010,0.000168
353,168.748505,0.000010,0.000168
354,169.315148,0.000010,0.000167
355,169.722283,0.000010,0.000167
356,170.260779,0.000010,0.000165
357,170.671693,0.000010,0.000165
358,171.210969,0.000010,0.000163
359,171.620887,0.000010,0.000163
360,172.162587,0.000010,0.000160
361,172.575724,0.000010,0.000160
362,173.153030,0.000010,0.000158
363,173.563021,0.000010,0.000158
364,174.104085,0.000010,0.000157
365,174.515755,0.000010,0.000157
366,175.061665,0.000010,0.000158
367,175.477857,0.000010,0.000158
368,176.021372,0.000009,0.000158
369,176.435767,0.000009,0.000158
370,176.975514,0.000009,0.000158
371,177.383717,0.000009,0.000158
372,177.931764,0.000009,0.000157
373,178.343032,0.000009,0.000157
374,178.887260,0.000008,0.000156
375,179.299521,0.000008,0.000156
376,179.849575,0.000008,0.000154
377,180.256221,0.000008,0.000154
378,180.812627,0.000008,0.000152
379,181.220662,0.000008,0.000152
380,181.770583,0.000008,0.000150
381,182.179256,0.000008,0.000150
382,182.733603,0.000008,0.000147
383,183.140631,0.000008,0.000147
384,183.679395,0.000008,0.000145
385,184.086590,0.000008,0.000145
386,184.623475,0.000008,0.000143
387,185.031624,0.000008,0.000143
388,185.574136,0.000008,0.000140
389,185.979726,0.000008,0.000140
390,186.530998,0.000008,0.000138
391,186.939700,0.000008,0.000138
392,187.487571,0.000008,0.000137
393,187.899973,0.000008,0.000137
394,188.446383,0.000008,0.000136
395,188.856308,0.000008,0.000136
396,189.400613,0.000008,0.000135
397,189.818042,0.000008,0.000135
398,190.363424,0.000008,0.000135
399,190.770594,0.000008,0.000135
400,191.324284,0.000008,0.000133
401,191.736269,0.000008,0.000133
402,192.279824,0.000008,0.000131
403,192.692004,0.000008,0.000131
404,193.244799,0.000008,0.000128
405,193.652710,0.000008,0.000128
406,194.194693,0.000008,0.000126
407,194.610620,0.000008,0.000126
408,195.163490,0.000008,0.000125
409,195.579686,0.000008,0.000125
410,196.124601,0.000008,0.000124
411,196.533310,0.000008,0.000124
412,197.102738,0.000008,0.000124
413,197.512982,0.000008,0.000124
414,198.052302,0.000008,0.000124
415,198.464583,0.000008,0.000124
416,199.019849,0.000009,0.000124
417,199.427077,0.000009,0.000124
418,199.972011,0.000009,0.000124
419,200.378504,0.000009,0.000124
420,200.925847,0.000009,0.000125
421,201.329020,0.000009,0.000125
422,201.880987,0.000009,0.000125
423,202.291035,0.000009,0.000125
424,202.824625,0.000008,0.000126
425,203.233133,0.000008,0.000126
426,203.787280,0.000008,0.000125
427,204.192413,0.000008,0.000125
428,204.748369,0.000008,0.000125
429,205.159990,0.000008,0.000125
430,205.707917,0.000008,0.000126
431,206.120169,0.000008,0.000126
432,206.666534,0.000008,0.000126
433,207.088621,0.000008,0.000126
434,207.637068,0.000007,0.000128
435,208.050235,0.000007,0.000128
436,208.593741,0.000007,0.000130
437,209.000635,0.000007,0.000130
438,209.555772,0.000007,0.000132
439,209.974376,0.000007,0.000132
440,210.511083,0.000007,0.000134
441,210.920133,0.000007,0.000134
442,211.468291,0.000007,0.000135
443,211.878037,0.000007,0.000135
444,212.418675,0.000007,0.000135
445,212.830391,0.000007,0.000135
446,213.372244,0.000007,0.000136
447,213.780736,0.000007,0.000136
448,214.333759,0.000007,0.000136
449,214.746632,0.000007,0.000136
450,215.291427,0.000007,0.000137
451,215.704337,0.000007,0.000137
452,216.240754,0.000007,0.000136
453,216.641688,0.000007,0.000136
454,217.182231,0.000007,0.000136
455,217.594859,0.000007,0.000136
456,218.146640,0.000007,0.000136
457,218.564574,0.000007,0.000136
458,219.115713,0.000007,0.000136
459,219.527024,0.000007,0.000136
460,220.078273,0.000007,0.000137
461,220.488616,0.000007,0.000137
462,221.024433,0.000007,0.000138
463,221.440348,0.000007,0.000138
464,221.979175,0.000007,0.000139
465,222.389046,0.000007,0.000139
466,222.933082,0.000007,0.000139
467,223.357730,0.000007,0.000139
468,223.902025,0.000007,0.000140
469,224.311930,0.000007,0.000140
470,224.861190,0.000007,0.000141
471,225.268325,0.000007,0.000141
472,225.810528,0.000007,0.000142
473,226.217445,0.000007,0.000142
474,226.760063,0.000007,0.000141
475,227.170143,0.000007,0.000141
476,227.706216,0.000007,0.000140
477,228.116318,0.000007,0.000140
478,228.652120,0.000007,0.000139
479,229.057921,0.000007,0.000139
480,229.600995,0.000007,0.000139
481,230.007427,0.000007,0.000139
482,230.587126,0.000007,0.000139
483,230.998381,0.000007,0.000139
484,231.542675,0.000007,0.000139
485,231.949188,0.000007,0.000139
486,232.505897,0.000007,0.000139
487,232.917626,0.000007,0.000139
488,233.464549,0.000007,0.000139
489,233.878133,0.000007,0.000139
490,234.427049,0.000007,0.000138
491,234.845153,0.000007,0.000138
492,235.385655,0.000007,0.000137
493,235.798300,0.000007,0.000137
494,236.342782,0.000007,0.000136
495,236.758639,0.000007,0.000136
496,237.306832,0.000007,0.000136
497,237.724082,0.000007,0.000136
498,238.273038,0.000007,0.000135
499,238.690169,0.000007,0.000135
500,239.232791,0.000007,0.000135
501,239.641997,0.000007,0.000135
502,240.183076,0.000007,0.000136
503,240.595315,0.000007,0.000136
504,241.159926,0.000007,0.000136
505,241.566303,0.000007,0.000136
506,242.121145,0.000007,0.000136
507,242.534560,0.000007,0.000136
508,243.078540,0.000007,0.000136
509,243.486353,0.000007,0.000136
510,244.052234,0.000007,0.000135
511,244.461196,0.000007,0.000135
512,245.014322,0.000007,0.000134
513,245.428859,0.000007,0.000134
514,245.968138,0.000007,0.000133
515,246.375776,0.000007,0.000133
516,246.921003,0.000007,0.000132
517,247.328946,0.000006,0.000132
518,247.872359,0.000006,0.000131
519,248.280078,0.000006,0.000131
520,248.829665,0.000006,0.000129
521,249.237176,0.000006,0.000129
522,249.779929,0.000006,0.000127
523,250.192403,0.000006,0.000127
524,250.726897,0.000006,0.000125
525,251.139168,0.000006,0.000125
526,251.685862,0.000006,0.000124
527,252.096494,0.000006,0.000124
528,252.640822,0.000006,0.000123
529,253.052635,0.000006,0.000123
530,253.603493,0.000006,0.000123
531,254.009836,0.000006,0.000123
532,254.553645,0.000006,0.000123
533,254.963302,0.000006,0.000123
534,255.501686,0.000006,0.000123
535,255.921745,0.000006,0.000123
536,256.477446,0.000006,0.000123
537,256.882080,0.000006,0.000123
538,257.422466,0.000006,0.000123
539,257.838306,0.000006,0.000123
540,258.386659,0.000006,0.000123
541,258.800981,0.000006,0.000123
542,259.346139,0.000006,0.000122
543,259.749861,0.000006,0.000122
544,260.314043,0.000006,0.000123
545,260.723882,0.000006,0.000123
546,261.279554,0.000006,0.000123
547,261.684994,0.000006,0.000123
548,262.226714,0.000006,0.000123
549,262.631939,0.000006,0.000123
550,263.177721,0.000006,0.000123
551,263.588358,0.000006,0.000123
552,264.126073,0.000006,0.000123
553,264.546752,0.000006,0.000123
554,265.088598,0.000006,0.000123
555,265.498977,0.000006,0.000123
556,266.038834,0.000006,0.000123
557,266.450023,0.000006,0.000123
558,266.995114,0.000006,0.000123
559,267.405679,0.000006,0.000123
560,267.946736,0.000006,0.000122
561,268.351357,0.000006,0.000122
562,268.898648,0.000006,0.000122
563,269.315625,0.000006,0.000122
564,269.869460,0.000006,0.000122
565,270.283386,0.000006,0.000122
566,270.832579,0.000006,0.000122
567,271.257159,0.000006,0.000122
568,271.802167,0.000006,0.000122
569,272.218712,0.000006,0.000122
570,272.762436,0.000006,0.000122
571,273.172869,0.000006,0.000122
572,273.730054,0.000006,0.000122
573,274.139263,0.000006,0.000122
574,274.685463,0.000006,0.000122
575,275.102801,0.000006,0.000122
576,275.646421,0.000006,0.000123
577,276.052904,0.000006,0.000123
578,276.607403,0.000006,0.000123
579,277.017686,0.000006,0.000123
580,277.575459,0.000006,0.000122
581,277.981993,0.000006,0.000122
582,278.520051,0.000006,0.000120
583,278.931792,0.000006,0.000120
584,279.473273,0.000006,0.000119
585,279.888046,0.000006,0.000119
586,280.425759,0.000006,0.000118
587,280.834371,0.000006,0.000118
588,281.376891,0.000006,0.000117
589,281.786792,0.000006,0.000117
590,282.344418,0.000006,0.000117
591,282.751918,0.000006,0.000117
592,283.291641,0.000006,0.000117
593,283.703672,0.000006,0.000117
594,284.249794,0.000006,0.000117
595,284.663370,0.000006,0.000117
596,285.217349,0.000006,0.000118
597,285.626373,0.000006,0.000118
598,286.165452,0.000006,0.000118
599,286.575819,0.000006,0.000118
600,287.124411,0.000006,0.000120
601,287.537721,0.000006,0.000120
602,288.079310,0.000006,0.000120
603,288.508477,0.000006,0.000120
604,289.059065,0.000006,0.000121
605,289.473466,0.000005,0.000121
606,290.017412,0.000005,0.000121
607,290.425973,0.000005,0.000121
608,290.967067,0.000006,0.000121
609,291.381091,0.000006,0.000121
610,291.924939,0.000006,0.000120
611,292.338534,0.000006,0.000120
612,292.880431,0.000006,0.000120
613,293.290980,0.000006,0.000120
614,293.828204,0.000006,0.000119
615,294.238029,0.000006,0.000119
616,294.782157,0.000006,0.000118
617,295.192554,0.000006,0.000118
618,295.734705,0.000006,0.000118
619,296.144437,0.000006,0.000118
620,296.685983,0.000006,0.000119
621,297.094025,0.000006,0.000119
622,297.634352,0.000005,0.000119
623,298.049859,0.000005,0.000119
624,298.597822,0.000005,0.000119
625,299.015601,0.000005,0.000119
626,299.560068,0.000005,0.000120
627,299.966109,0.000005,0.000120
628,300.514569,0.000005,0.000120
629,300.928032,0.000005,0.000120
630,301.475095,0.000005,0.000120
631,301.883633,0.000005,0.000120
632,302.426218,0.000005,0.000119
633,302.831157,0.000005,0.000119
634,303.374044,0.000005,0.000118
635,303.800152,0.000005,0.000118
636,304.350371,0.000005,0.000117
637,304.760024,0.000005,0.000117
638,305.300630,0.000005,0.000117
639,305.713110,0.000005,0.000117
640,306.262569,0.000005,0.000117
641,306.674489,0.000005,0.000117
642,307.218465,0.000005,0.000116
643,307.628724,0.000005,0.000116
644,308.176332,0.000005,0.000116
645,308.581565,0.000005,0.000116
646,309.121433,0.000005,0.000116
647,309.527455,0.000005,0.000116
648,310.064065,0.000005,0.000117
649,310.471365,0.000005,0.000117
650,311.009391,0.000005,0.000117
651,311.424189,0.000005,0.000117
652,311.965227,0.000005,0.000118
653,312.381534,0.000006,0.000118
654,312.931503,0.000006,0.000118
655,313.347010,0.000006,0.000118
656,313.900065,0.000006,0.000118
657,314.308247,0.000006,0.000118
658,314.855438,0.000006,0.000119
659,315.264915,0.000006,0.000119
660,315.815124,0.000006,0.000119
661,316.223618,0.000006,0.000119
662,316.763816,0.000006,0.000120
663,317.180879,0.000006,0.000120
664,317.730984,0.000006,0.000120
665,318.147186,0.000006,0.000120
666,318.697167,0.000006,0.000120
667,319.108808,0.000006,0.000120
668,319.659195,0.000005,0.000120
669,320.081045,0.000005,0.000120
670,320.623579,0.000005,0.000120
671,321.038228,0.000005,0.000120
672,321.574735,0.000005,0.000119
673,321.986161,0.000005,0.000119
674,322.525687,0.000005,0.000119
675,322.936026,0.000005,0.000119
676,323.480058,0.000005,0.000119
677,323.885614,0.000005,0.000119
678,324.431125,0.000005,0.000118
679,324.841874,0.000005,0.000118
680,325.391079,0.000005,0.000118
681,325.806830,0.000005,0.000118
682,326.357923,0.000005,0.000118
683,326.773715,0.000005,0.000118
684,327.330825,0.000005,0.000117
685,327.742273,0.000005,0.000117
686,328.280648,0.000005,0.000117
687,328.699626,0.000005,0.000117
688,329.246620,0.000005,0.000117
689,329.654985,0.000005,0.000117
690,330.193684,0.000005,0.000116
691,330.609083,0.000005,0.000116
692,331.151465,0.000005,0.000116
693,331.560856,0.000005,0.000116
694,332.105435,0.000005,0.000116
695,332.520795,0.000005,0.000116
696,333.066633,0.000005,0.000116
697,333.474929,0.000005,0.000116
698,334.023767,0.000005,0.000115
699,334.431816,0.000005,0.000115
700,334.973119,0.000005,0.000115
701,335.387495,0.000005,0.000115
702,335.930136,0.000005,0.000115
703,336.343582,0.000005,0.000115
704,336.890120,0.000005,0.000115
705,337.304801,0.000005,0.000115
706,337.845440,0.000005,0.000114
707,338.251622,0.000005,0.000114
708,338.800016,0.000005,0.000115
709,339.209637,0.000005,0.000115
710,339.756714,0.000005,0.000115
711,340.165399,0.000005,0.000115
712,340.700247,0.000005,0.000116
713,341.112491,0.000005,0.000116
714,341.659113,0.000005,0.000116
715,342.069500,0.000005,0.000116
716,342.606337,0.000005,0.000117
717,343.015175,0.000005,0.000117
718,343.573127,0.000005,0.000117
719,343.979390,0.000005,0.000117
720,344.527706,0.000005,0.000116
721,344.947661,0.000005,0.000116
722,345.488040,0.000005,0.000116
723,345.898157,0.000005,0.000116
724,346.453921,0.000005,0.000115
725,346.863198,0.000005,0.000115
726,347.409034,0.000005,0.000114
727,347.817701,0.000005,0.000114
728,348.354369,0.000005,0.000114
729,348.768460,0.000005,0.000114
730,349.308684,0.000005,0.000113
731,349.724065,0.000005,0.000113
732,350.268929,0.000005,0.000112
733,350.685963,0.000005,0.000112
734,351.238520,0.000005,0.000111
735,351.647447,0.000005,0.000111
736,352.186332,0.000005,0.000110
737,352.595109,0.000005,0.000110
738,353.137989,0.000005,0.000109
739,353.551876,0.000005,0.000109
740,354.110519,0.000005,0.000108
741,354.521726,0.000005,0.000108
742,355.065036,0.000005,0.000108
743,355.474572,0.000005,0.000108
744,356.018712,0.000005,0.000108
745,356.424532,0.000005,0.000108
746,356.967902,0.000005,0.000108
747,357.383453,0.000005,0.000108
748,357.928778,0.000005,0.000109
749,358.347244,0.000005,0.000109
750,358.889269,0.000005,0.000108
751,359.299959,0.000005,0.000108
752,359.835637,0.000005,0.000108
753,360.247833,0.000005,0.000108
754,360.804940,0.000005,0.000109
755,361.216112,0.000005,0.000109
756,361.774674,0.000005,0.000109
757,362.185093,0.000005,0.000109
758,362.721254,0.000005,0.000109
759,363.137384,0.000005,0.000109
760,363.678326,0.000005,0.000109
761,364.084504,0.000005,0.000109
762,364.626045,0.000005,0.000109
763,365.037078,0.000005,0.000109
764,365.578676,0.000005,0.000109
765,365.992514,0.000005,0.000109
766,366.543300,0.000005,0.000108
767,366.962907,0.000005,0.000108
768,367.507658,0.000005,0.000107
769,367.924623,0.000005,0.000107
770,368.474845,0.000005,0.000107
771,368.885461,0.000005,0.000107
772,369.426454,0.000005,0.000106
773,369.837375,0.000005,0.000106
774,370.385567,0.000005,0.000105
775,370.789191,0.000005,0.000105
776,371.326973,0.000005,0.000104
777,371.736069,0.000005,0.000104
778,372.273397,0.000005,0.000104
779,372.683999,0.000005,0.000104
780,373.244252,0.000005,0.000104
781,373.653736,0.000005,0.000104
782,374.197553,0.000005,0.000103
783,374.606668,0.000005,0.000103
784,375.151266,0.000005,0.000104
785,375.565929,0.000005,0.000104
786,376.115432,0.000005,0.000104
787,376.524752,0.000005,0.000104
788,377.072357,0.000005,0.000104
789,377.488557,0.000005,0.000104
790,378.025585,0.000005,0.000104
791,378.442368,0.000005,0.000104
792,378.981821,0.000005,0.000104
793,379.403935,0.000005,0.000104
794,379.947301,0.000005,0.000103
795,380.361996,0.000005,0.000103
796,380.909964,0.000005,0.000103
797,381.315850,0.000005,0.000103
798,381.862825,0.000005,0.000102
799,382.273418,0.000005,0.000102
800,382.810382,0.000005,0.000102
801,383.222918,0.000004,0.000102
802,383.765567,0.000004,0.000103
803,384.177019,0.000004,0.000103
804,384.724611,0.000004,0.000104
805,385.143115,0.000004,0.000104
806,385.683013,0.000004,0.000105
807,386.094323,0.000004,0.000105
808,386.633922,0.000004,0.000106
809,387.042415,0.000004,0.000106
810,387.594397,0.000004,0.000106
811,388.004876,0.000004,0.000106
812,388.545753,0.000004,0.000107
813,388.956307,0.000004,0.000107
814,389.510328,0.000004,0.000107
815,389.931250,0.000004,0.000107
816,390.473653,0.000004,0.000107
817,390.878979,0.000004,0.000107
818,391.428174,0.000004,0.000107
819,391.836894,0.000004,0.000107
820,392.380836,0.000004,0.000107
821,392.793385,0.000004,0.000107
822,393.346346,0.000004,0.000106
